Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant Price,Variant Inventory Qty,Status,Google Shopping / Google Product Category,Google Shopping / Condition,Image Src,Image Alt Text
"sovra-asset-asset-1776041376192","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041376192]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041376192</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041376192]"
"sovra-asset-asset-1776041379172","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041379172]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041379172</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041379172]"
"sovra-asset-asset-1776041382200","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041382200]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041382200</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041382200]"
"sovra-asset-asset-1776041385176","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041385176]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041385176</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041385176]"
"sovra-asset-asset-1776041388191","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041388191]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041388191</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041388191]"
"sovra-asset-asset-1776041391205","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041391205]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041391205</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041391205]"
"sovra-asset-asset-1776041394179","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041394179]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041394179</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041394179]"
"sovra-asset-asset-1776041397205","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041397205]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041397205</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041397205]"
"sovra-asset-asset-1776041400191","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041400191]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041400191</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041400191]"
"sovra-asset-asset-1776041403198","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041403198]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041403198</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041403198]"
"sovra-asset-asset-1776041406181","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041406181]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041406181</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041406181]"
"sovra-asset-asset-1776041409187","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041409187]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041409187</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041409187]"
"sovra-asset-asset-1776041411694","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041411694]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041411694</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041411694]"
"sovra-asset-asset-1776041414709","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041414709]"," <div class=""""sovra-product-card"""">     <p class=""""sovra-eyebrow"""">Institutional Asset // Grounded</p>     <h3 class=""""sovra-title"""">APAC Viral Media Rights (Tier 1)</h3>     <div class=""""sovra-description"""">         <p>You are viewing a verifiably grounded institutional asset from the <strong>SOVRA Sovereign</strong> ledger.</p>         <p>Asset ID: <code>ASSET-1776041414709</code></p>         <p>Type: MEDIA_LICENSE</p>         <p>Status: OPERATIONAL</p>         <p>This asset represents a strategic tranche of the global media matrix, authorized for exascale revenue extraction.</p>     </div>     <ul class=""""sovra-features"""">         <li>✓ On-Chain Verified (Base/Solana)</li>         <li>✓ Operational Integrity: 100/100</li>         <li>✓ Institutional-Grade Liquidity</li>     </ul> </div>","SOVRA Sovereign","Institutional Asset","Asset, MEDIA_LICENSE, SOVRA","TRUE","37.5","999","active","Media > Digital Goods","new","https://sovra-15.myshopify.com/assets/asset_hero.png","APAC Viral Media Rights (Tier 1) [ID: ASSET-1776041414709]"
